brand,description,pricecurrency,price,title,collection_name,collection_url,url,images_dir,s3_dir,manufacturer,country_of_origin,imported_by,weight,generic_name,unit_of_measurement,marketed_by,article_code,product_dimensions
Converse,"The double sole enhances the legendary look of the ankle sneaker. New upbeat colorways evoke a cheery spring vibe, while Chuck Taylor staples such as the checkered sole and contrasting stripes on the midsole represent proven style.         Ankle platforms with polyester canvas upper Comfortable thanks to the OrthoLite insole In new Converse colors to complete the collection The sole with a platform will lift you to the heights Standard woven tongue tag and license plate",,"₹ 4,999.00",CHUCK TAYLOR ALL STAR LIFT SEASONAL COLOR YELLOW,men-sneakers,https://www.superkicks.in/collections/men-sneakers,https://www.superkicks.in/products/chuck-taylor-all-star-lift-seasonal-color-yellow,data/raw/superkicks/men-sneakers/images/converse/chuck taylor all star lift seasonal color yellow,s3://sneakers-ml/data/raw/superkicks/men-sneakers/images/converse/chuck taylor all star lift seasonal color yellow,Converse,Vietnam,CAMP INDIA PVT LTD,0.95kg,Shoe,1 pair,Superkicks India Pvt. Ltd.,A03057C,
Reebok,"FITNESS-INSPIRED GARMENT LEATHER SHOES DESIGNED WITH DIME These men's Workout Plus shoes combine iconic Reebok style with a fresh design from Montréal-based label Dime. Known for its creativity and credibility in the skateboarding world, Dime's aesthetic is both elevated and relatable. Premium garment leather gives the upper a luxe touch.",,"₹ 9,599.00",DIME WORKOUT PLUS WHITE,men-sneakers,https://www.superkicks.in/collections/men-sneakers,https://www.superkicks.in/products/dime-workout-plus-white,data/raw/superkicks/men-sneakers/images/reebok/dime workout plus white,s3://sneakers-ml/data/raw/superkicks/men-sneakers/images/reebok/dime workout plus white,Reebok India Pvt. Ltd.,china,Reebok India Pvt. Ltd.,0.95 KG,SHOE,1 Pair,Superkicks India Pvt. Ltd.,GW9767,
Adidas Originals,"CLASSIC STAN SMITH SHOES THAT STAY TRUE TO THEIR ROOTS. For decades, the adidas Stan Smith Shoes have reigned as the ultimate clean and crisp leather trainer. That remains true today, only now that status is matched by our commitment to a healthier planet. This version of the timeless shoe may look the same on the outside, but the materials envision a brighter future.",,"₹ 10,999.00",STAN SMITH PRELOVED REDWHITE,men-sneakers,https://www.superkicks.in/collections/men-sneakers,https://www.superkicks.in/products/stan-smith-preloved-red-white,data/raw/superkicks/men-sneakers/images/adidas originals/stan smith preloved redwhite,s3://sneakers-ml/data/raw/superkicks/men-sneakers/images/adidas originals/stan smith preloved redwhite,Adidas,Vietnam,adidas India Marketing Private Limited,0.95kg,Shoe,1 pair,Superkicks India Pvt. Ltd.,HQ6816,
Asics,"The JOGGER X81™ sneaker draws inspiration from various jogging shoes in the ASICS archive. The design pays homage to Japan's thorough recycling processes that helps the country maintain a clean environment. It features recycled paper, synthetic leather, and polyester to conserve resources for the good of the planet. We took inspiration from the ULTIMATE shoe’s cushioning structure. By updating this technology with larger holes on the outside and smaller holes on the inside, the shoe offers better cushioning and stability.​ Meanwhile, the Caldera outsole design references the shape formed by Hawaiian volcanoes after they erupt and collapse. This unique design was initially intended to help prevent soil from getting stuck in the tread when running off-road.",,"₹ 8,999.00",JOGGER X81 HONEYBURGUNDY,men-sneakers,https://www.superkicks.in/collections/men-sneakers,https://www.superkicks.in/products/jogger-x81-honey-burgundy,data/raw/superkicks/men-sneakers/images/asics/jogger x81 honeyburgundy,s3://sneakers-ml/data/raw/superkicks/men-sneakers/images/asics/jogger x81 honeyburgundy,Asics India Pvt. Ltd.,Vietnam,Asics India Pvt. Ltd.,0.95 KG,SHOE,1 Pair,Superkicks India Pvt. Ltd.,1201A744.750,
Adidas,"ULTRA-COMFORTABLE SHOES WITH SEMI-TRANSPARENT DETAILS. A play on transparency, these adidas NMD_R1 V3 Shoes continue to build on the NMD franchise's signature expression of tactical tech. Here's what you need to know about the BOOST cushioning: it makes every step feel supported. Which is great, since you take a lot of them throughout the day. The other thing to know is that it's partially encapsulated in TPU, met by the TPU heel plugs that signal that these are in fact NMD trainers. They have a laser-cut upper, complete with embroidered details for a fresh take on the iconic style.  Details   Lace closure Leather upper Synthetic lining BOOST midsole Rubber outsole",,"₹ 12,799.00",NMD_R1 V3 HALO SILVEROFF WHITE,men-sneakers,https://www.superkicks.in/collections/men-sneakers,https://www.superkicks.in/products/nmd_r1-v3-halo-silver-off-white,data/raw/superkicks/men-sneakers/images/adidas/nmd_r1 v3 halo silveroff white,s3://sneakers-ml/data/raw/superkicks/men-sneakers/images/adidas/nmd_r1 v3 halo silveroff white,adidas India Marketing Private Ltd.,Vietnam,adidas India Marketing Private Ltd.,0.95 KG,SHOE,1 Pair,Superkicks India Pvt. Ltd.,GX2090,
Asics,"The GEL-LYTE™ III OG sneaker emerges once again with its original shape and tooling that it featured in the early 1990s. Designed by Shigeyuki Mitsui in 1990, the GEL-LYTE™ III silhouette retains its iconic split-tongue formation. It was a feature that initially debuted on the GEL-LD RACER™ shoe. Meanwhile, key components, like its signature GEL™ technology unit in the midsole, provide everyday comfort.",,"₹ 9,999.00",GEL-LYTE III OG CANDYBUBBLEGUM,men-sneakers,https://www.superkicks.in/collections/men-sneakers,https://www.superkicks.in/products/gel-lyte-iii-og-candy-bubblegum,data/raw/superkicks/men-sneakers/images/asics/gel-lyte iii og candybubblegum,s3://sneakers-ml/data/raw/superkicks/men-sneakers/images/asics/gel-lyte iii og candybubblegum,Asics India Pvt Ltd.,Vietnam,Asics India Pvt Ltd.,0.95kg,Shoe,1 pair,Superkicks India Pvt. Ltd.,1201A832.701,
Adidas Originals,"COMFORTABLE PERFORATED SHOES MADE IN PART WITH PARLEY OCEAN PLASTIC. Go ahead and check all the boxes with these adidas NMD_V3 Shoes. Breathable. Comfortable. Made with recycled materials. That's a yes to all three. Plus there's the style, like the perforated details, which is also where that breathability comes in. Playing with transparency, the 3-Stripes layer over the perforations, giving a glimpse at them underneath the monochrome signoff. This shoe's upper is made with a high-performance yarn which contains at least 50% Parley Ocean Plastic — reimagined plastic waste, intercepted on remote islands, beaches, coastal communities and shorelines, preventing it from polluting our ocean. The other 50% of the yarn is recycled polyester.  Details  Lace closure Textile upper Textile lining BOOST midsole Rubber outsole   Yarn in upper contains at least 50% Parley Ocean Plastic and 50% recycled polyester Imported",,"₹ 12,799.00",NMD_V3 CORE BLACKCLOUD WHITE,men-sneakers,https://www.superkicks.in/collections/men-sneakers,https://www.superkicks.in/products/nmd_v3-core-black-cloud-white,data/raw/superkicks/men-sneakers/images/adidas originals/nmd_v3 core blackcloud white,s3://sneakers-ml/data/raw/superkicks/men-sneakers/images/adidas originals/nmd_v3 core blackcloud white,adidas India Marketing Private Ltd.,VIETNAM,adidas India Marketing Private Ltd.,0.95 KG,SHOE,1 Pair,Superkicks India Pvt. Ltd.,HP4316,
Reebok,"The latest addition to the DC Comics x Reebok collection, this special edition of the Club C is inspired by the Joker. Opting for a unique look and design, standout details on this pair include acid-washed corduroy, suit-inspired pockets and restored suit patches. Ripping off the underlying details revealed his chemically stained skin and a stash pocket inside the tongue containing the iconic Joker’s card. Lastly, the sneaker also comes with Joker branded tongues and insoles along with DC and Reebok embroidery on the heels.",,"₹ 7,999.00",DC X CLUB C JOKER PURPLEBLACK,men-sneakers,https://www.superkicks.in/collections/men-sneakers,https://www.superkicks.in/products/dc-x-club-c-joker-purple-black,data/raw/superkicks/men-sneakers/images/reebok/dc x club c joker purpleblack,s3://sneakers-ml/data/raw/superkicks/men-sneakers/images/reebok/dc x club c joker purpleblack,Reebok India Pvt. Ltd.,Vietnam,Reebok India Pvt. Ltd.,0.95 KG,SHOE,1 Pair,Superkicks India Pvt. Ltd.,HQ4573,
Nike,"EASY TO WEAR GETS BIG AND BOLD.They say, ""Don't fix what works."" We say, ""Perfect it."" This streetwear superstar gets revamped with jumbo-sized details. Harnessing the old-school look you love, the Nike Blazer Low '77 Jumbo features an oversized Swoosh design, extra-wide laces and thicker stitching.Jumbo laces are much easier to tie and add a bold look to any outfit.Capturing the essence of the classic Blazer, the stitched leather overlays and soft suede accent on the toe add heritage hoops style.Extra-thick thread for the stitching adds a bold, defiant touch.Raised herringbone pattern on the rubber outsole exaggerates the classic look while providing traction.More Details  Exposed foam tongue Jumbo laces Thick thread stitching Oversized woven label",,"₹ 8,595.00",WMNS BLAZER LOW 77 JUMBO WHITEMALACHITE-UNIVERSITY BLUE,men-sneakers,https://www.superkicks.in/collections/men-sneakers,https://www.superkicks.in/products/wmns-blazer-low-77-jumbo-white-malachite-university-blue,data/raw/superkicks/men-sneakers/images/nike/wmns blazer low 77 jumbo whitemalachite-university blue,s3://sneakers-ml/data/raw/superkicks/men-sneakers/images/nike/wmns blazer low 77 jumbo whitemalachite-university blue,Nike India Pvt. Ltd.,Vietnam,Nike India Pvt. Ltd.,0.95 KG,SHOE,1 Pair,Superkicks India Pvt. Ltd.,DQ1470-100,
Reebok,"Hits of colour amplify your B-ball style when you wear these Reebok Question Mid Shoes. OG accents stay true to Allen Iverson's aesthetic. On or off the hardwood, you're a star player.   Details  Leather archive-inspired shoes with colour pops Hexalite hexagonal cushioning EVA midsole Textile lining Leather upper Lace closure",,"₹ 9,599.00",QUESTION MID WHITE  BLUE,men-sneakers,https://www.superkicks.in/collections/men-sneakers,https://www.superkicks.in/products/question-mid-white-blue,data/raw/superkicks/men-sneakers/images/reebok/question mid white  blue,s3://sneakers-ml/data/raw/superkicks/men-sneakers/images/reebok/question mid white  blue,Reebok India Pvt. Ltd.,Indonesia,Reebok India Pvt. Ltd.,0.95 KG,SHOE,1 Pair,Superkicks India Pvt. Ltd.,GW8854,
Adidas Originals,"CLASSIC B-BALL SHOES REIMAGINED. In the '80s, the adidas Rivalry shoes were a status symbol that ruled the hardwood. Since then, they've been seen on skaters, artists, punks and rebels of all stripes. With the same iconic silhouette and signature 3-Stripes, the Rivalry Hi bridges sport and style for an unparalleled OG look.",,"₹ 10,999.00",RIVALRY HI CHALK WHITE,men-sneakers,https://www.superkicks.in/collections/men-sneakers,https://www.superkicks.in/products/rivalry-hi-chalk-white,data/raw/superkicks/men-sneakers/images/adidas originals/rivalry hi chalk white,s3://sneakers-ml/data/raw/superkicks/men-sneakers/images/adidas originals/rivalry hi chalk white,adidas India Marketing Private Limited,Vietnam,adidas India Marketing Private Limited,0.95 KG,SHOE,1 Pair,Superkicks India Pvt. Ltd.,FZ6315,
Reebok,"SIMPLE CANVAS SHOES THAT ARE PART OF REEBOK'S [REE]GROW COLLECTION When it comes to winning the trainer game, you're a natural. So are these Reebok Classic Leather AZ Grow Shoes. We stripped the side stripes off the soft canvas upper to give you an extra-clean design. A simple TPU clip stays true to OG running-inspired style. Details     [REE]GROW: made with at least 50% plant-based material Canvas upper Lace closure EVA midsole Textile lining Rubber outsole",,"₹ 7,199.00",CLASSIC LEATHER LEGACY AZ GROW CHALK  STUCCO,men-sneakers,https://www.superkicks.in/collections/men-sneakers,https://www.superkicks.in/products/classic-leather-legacy-az-grow-chalk-stucco,data/raw/superkicks/men-sneakers/images/reebok/classic leather legacy az grow chalk  stucco,s3://sneakers-ml/data/raw/superkicks/men-sneakers/images/reebok/classic leather legacy az grow chalk  stucco,Reebok India Pvt. Ltd.,Vietnam,Reebok India Pvt. Ltd.,0.95 KG,SHOE,1 Pair,Superkicks India Pvt. Ltd.,GY1554,
Adidas Originals,"THESE SHOES PAY TRIBUTE TO THE TIMELESS CAMPUS DESIGN. An icon of adidas Originals. A favourite among subcultures and style pioneers. The Campus trainer has made an impact on culture with its low-key look and distinctively retro style. Honouring that legacy, this iteration of the shoes remains unchanged. It has a premium nubuck upper, a luxe leather lining, contrast 3-Stripes and a rubber outsole. All the details that Campus fans covet.",,"₹ 10,999.00",CAMPUS 80S NAVY,men-sneakers,https://www.superkicks.in/collections/men-sneakers,https://www.superkicks.in/products/campus-80s-navy,data/raw/superkicks/men-sneakers/images/adidas originals/campus 80s navy,s3://sneakers-ml/data/raw/superkicks/men-sneakers/images/adidas originals/campus 80s navy,adidas India Marketing Private Limited,Vietnam,adidas India Marketing Private Limited,0.95 KG,SHOE,1 Pair,Superkicks India Pvt. Ltd.,FZ6153,
Adidas Originals,"CLASSIC SHOES REINVENTED FOR TODAY'S MINDSET. Proportions are getting bigger. People are getting bolder. Inspired by the current mindset, these shoes remix the iconic adidas Campus 80s style for a fresh look that fits today's style and culture. We've updated the proportions and colour palette to the leather upper. Classic 3-Stripes paired with Y2K branding create a new Campus identity for you to define.",,"₹ 9,999.00",CAMPUS 00S ENERGY INKCORE BLACK,men-sneakers,https://www.superkicks.in/collections/men-sneakers,https://www.superkicks.in/products/campus-00s-energy-ink-core-black,data/raw/superkicks/men-sneakers/images/adidas originals/campus 00s energy inkcore black,s3://sneakers-ml/data/raw/superkicks/men-sneakers/images/adidas originals/campus 00s energy inkcore black,Adidas,Vietnam,Adidas India Pvt. Ltd.,0.95 KG,Shoe,1 Pair,Superkicks India Pvt. Ltd.,HQ8710,
Reebok,"RETRO SHOES WITH A TIE-DYED LOOK, PART OF REEBOK'S [REE]GROW COLLECTION Now your principles and your fashion can fuse seamlessly. These shoes turn an iconic old-school look into a design that's made for the future. The upper mixes suede, leather and textile for added texture and depth. A watercolour effect gives you a fresh take on Reebok style.",,"₹ 5,599.00",CLASSIC GROW BRIGHT OCHRE,men-sneakers,https://www.superkicks.in/collections/men-sneakers,https://www.superkicks.in/products/classic-grow-bright-ochre,data/raw/superkicks/men-sneakers/images/reebok/classic grow bright ochre,s3://sneakers-ml/data/raw/superkicks/men-sneakers/images/reebok/classic grow bright ochre,Reebok India Pvt. Ltd.,Vietnam,Reebok India Pvt. Ltd.,0.95 KG,SHOE,1 Pair,Superkicks India Pvt. Ltd.,GX4744,
